image_path,session_id,person_id,label,shoulder_angle,eye_shoulder_angle,eye_vertical_difference,nose_x_body,nose_y_body,eye_center_x_body,eye_center_y_body,left_ear_x_body,left_ear_y_body,nose_eye_dx,nose_eye_dy,eye_width_ratio,ear_eye_ratio,nose_shoulder_center_distance,eye_shoulder_center_distance,nose_shoulder_asymmetry,eye_shoulder_asymmetry,nose_ear_ratio
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0014.jpg,ss1,nguoi10,lean_left,11.969751,-17.444866,-0.060047,0.244783,0.353628,0.263216,0.478945,-0.123261,0.663545,-0.018433,-0.125317,0.200298,0.329449,0.430083,0.546507,0.388366,0.366767,0.481150
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0015.jpg,ss1,nguoi10,lean_left,12.158495,-17.354614,-0.059803,0.252159,0.354840,0.270749,0.479557,-0.116427,0.663558,-0.018590,-0.124717,0.200490,0.329720,0.435311,0.550709,0.398833,0.376223,0.480793
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0016.jpg,ss1,nguoi10,lean_left,12.245697,-17.185221,-0.060155,0.255317,0.352563,0.274161,0.479946,-0.117884,0.668166,-0.018843,-0.127384,0.203598,0.334530,0.435302,0.552732,0.404399,0.380438,0.488758
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0017.jpg,ss1,nguoi10,lean_left,12.506077,-17.486094,-0.060727,0.256440,0.350546,0.276351,0.476704,-0.114404,0.668884,-0.019911,-0.126158,0.202104,0.335916,0.434332,0.551014,0.406863,0.384465,0.488737
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0018.jpg,ss1,nguoi10,lean_left,12.151249,-16.857801,-0.060648,0.252548,0.344947,0.273160,0.474166,-0.120585,0.668261,-0.020612,-0.129219,0.209132,0.336250,0.427515,0.547220,0.403315,0.381345,0.493721
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0019.jpg,ss1,nguoi10,lean_left,11.796789,-16.091751,-0.056508,0.251915,0.345927,0.271095,0.474567,-0.121224,0.666023,-0.019179,-0.128640,0.203871,0.336589,0.427934,0.546541,0.401983,0.378540,0.491624
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0020.jpg,ss1,nguoi10,lean_left,12.309278,-16.108925,-0.056522,0.262609,0.342458,0.279974,0.472155,-0.119851,0.662549,-0.017365,-0.129697,0.203708,0.342744,0.431556,0.548922,0.419281,0.390846,0.498732
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0021.jpg,ss1,nguoi10,lean_left,11.805731,-15.486403,-0.055409,0.250856,0.347504,0.268978,0.476355,-0.124395,0.664850,-0.018121,-0.128852,0.207518,0.334553,0.428588,0.547050,0.399784,0.375147,0.491449
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0022.jpg,ss1,nguoi10,lean_left,11.355369,-15.510995,-0.054309,0.251375,0.345856,0.269009,0.471885,-0.124373,0.662916,-0.017634,-0.126029,0.203082,0.337933,0.427558,0.543177,0.401204,0.376859,0.491643
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0023.jpg,ss1,nguoi10,lean_left,11.790261,-16.462322,-0.058926,0.250302,0.342927,0.271055,0.470689,-0.118459,0.666921,-0.020753,-0.127762,0.207936,0.334366,0.424558,0.543156,0.400753,0.379952,0.490873
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0024.jpg,ss1,nguoi10,lean_left,11.043016,-14.708476,-0.051434,0.246368,0.351604,0.263325,0.478684,-0.126797,0.663870,-0.016957,-0.127079,0.202576,0.332843,0.429329,0.546332,0.391503,0.367004,0.486582
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0025.jpg,ss1,nguoi10,lean_left,11.374418,-15.054849,-0.053393,0.250559,0.347718,0.268212,0.476552,-0.126681,0.668109,-0.017653,-0.128834,0.205562,0.338499,0.428588,0.546845,0.399257,0.374088,0.494934
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0026.jpg,ss1,nguoi10,lean_left,11.110132,-15.281992,-0.054056,0.244476,0.346317,0.262792,0.475044,-0.131446,0.663978,-0.018316,-0.128727,0.205093,0.336787,0.423915,0.542887,0.390704,0.367645,0.492164
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0027.jpg,ss1,nguoi10,lean_left,11.152240,-14.891328,-0.053326,0.248615,0.350176,0.266008,0.479541,-0.133967,0.672715,-0.017393,-0.129365,0.207506,0.342855,0.429456,0.548379,0.395401,0.370146,0.500400
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0028.jpg,ss1,nguoi10,lean_left,11.168585,-14.618608,-0.051714,0.253836,0.348326,0.270674,0.477548,-0.128306,0.670911,-0.016838,-0.129221,0.204903,0.343461,0.431003,0.548923,0.403892,0.376880,0.500093
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0029.jpg,ss1,nguoi10,lean_left,11.785652,-15.316190,-0.053590,0.253052,0.340459,0.271033,0.468442,-0.123603,0.664275,-0.017982,-0.127982,0.202881,0.341560,0.424202,0.541199,0.405848,0.380775,0.496714
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0030.jpg,ss1,nguoi10,lean_left,11.790928,-15.854362,-0.055138,0.237844,0.340805,0.255823,0.468013,-0.129431,0.655824,-0.017979,-0.127209,0.201828,0.329734,0.415593,0.533368,0.382781,0.361109,0.483868
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0031.jpg,ss1,nguoi10,lean_left,12.649629,-16.140551,-0.056341,0.250824,0.341231,0.269321,0.469929,-0.123750,0.667843,-0.018497,-0.128698,0.202668,0.340984,0.423499,0.541634,0.402203,0.377998,0.496972
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0032.jpg,ss1,nguoi10,lean_left,12.893814,-17.099007,-0.061066,0.246189,0.332391,0.267923,0.460593,-0.115548,0.654607,-0.021734,-0.128202,0.207692,0.327878,0.413634,0.532850,0.398657,0.379704,0.484434
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0033.jpg,ss1,nguoi10,lean_left,11.901550,-15.214390,-0.055526,0.238999,0.338115,0.258984,0.468858,-0.129114,0.663339,-0.019985,-0.130743,0.211583,0.331057,0.414055,0.535631,0.385541,0.364946,0.491200
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0034.jpg,ss1,nguoi10,lean_left,12.155456,-16.196413,-0.057364,0.237335,0.333786,0.258449,0.462255,-0.124989,0.660456,-0.021114,-0.128469,0.205658,0.331339,0.409562,0.529599,0.384626,0.366653,0.487844
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0035.jpg,ss1,nguoi10,lean_left,12.661670,-15.485526,-0.054080,0.253719,0.323150,0.272515,0.449617,-0.116686,0.648961,-0.018797,-0.126467,0.202549,0.338705,0.410852,0.525756,0.413771,0.389942,0.493308
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0036.jpg,ss1,nguoi10,lean_left,12.229393,-15.990169,-0.057136,0.248793,0.328512,0.268977,0.459485,-0.126364,0.663051,-0.020183,-0.130973,0.207413,0.343557,0.412090,0.532423,0.404135,0.381503,0.502652
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0037.jpg,ss1,nguoi10,lean_left,11.962047,-15.727777,-0.055240,0.244083,0.328823,0.262692,0.456267,-0.128485,0.649742,-0.018610,-0.127443,0.203785,0.336772,0.409513,0.526485,0.396825,0.374461,0.491727
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0038.jpg,ss1,nguoi10,lean_left,11.949356,-15.119354,-0.052746,0.246886,0.331584,0.265551,0.459600,-0.120783,0.652957,-0.018664,-0.128016,0.202223,0.333533,0.413402,0.530801,0.400032,0.376972,0.488325
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0039.jpg,ss1,nguoi10,lean_left,11.437248,-15.325154,-0.055319,0.241576,0.330621,0.262390,0.460986,-0.127831,0.662832,-0.020813,-0.130365,0.209308,0.337680,0.409475,0.530431,0.392305,0.372304,0.496815
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0040.jpg,ss1,nguoi10,lean_left,11.479050,-17.090416,-0.061758,0.234326,0.337427,0.257609,0.465637,-0.126660,0.670386,-0.023284,-0.128210,0.210147,0.332856,0.410811,0.532147,0.378676,0.364315,0.491093
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0041.jpg,ss1,nguoi10,lean_left,11.120392,-16.378033,-0.059938,0.236135,0.341537,0.257817,0.472282,-0.136076,0.672952,-0.021682,-0.130745,0.212567,0.338167,0.415220,0.538071,0.379913,0.362180,0.498374
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0042.jpg,ss1,nguoi10,lean_left,11.024096,-15.855397,-0.056952,0.258317,0.355937,0.275375,0.484882,-0.123298,0.671757,-0.017058,-0.128945,0.208453,0.337846,0.439794,0.557622,0.407462,0.380119,0.495351
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0043.jpg,ss1,nguoi10,lean_left,9.975650,-16.032295,-0.057947,0.239177,0.338794,0.255783,0.468716,-0.142610,0.653473,-0.016606,-0.129922,0.209817,0.335877,0.414713,0.533966,0.385557,0.360804,0.494757
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0044.jpg,ss1,nguoi10,lean_left,11.163702,-17.239843,-0.061732,0.238435,0.348989,0.259786,0.475233,-0.129370,0.669755,-0.021351,-0.126244,0.208292,0.332720,0.422664,0.541604,0.380619,0.363676,0.488028
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0045.jpg,ss1,nguoi10,lean_left,11.015710,-15.800549,-0.059000,0.230413,0.342432,0.252436,0.474515,-0.137561,0.672599,-0.022023,-0.132083,0.216681,0.331773,0.412735,0.537483,0.370881,0.354352,0.494383
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0046.jpg,ss1,nguoi10,lean_left,10.887501,-15.928619,-0.057455,0.231726,0.340544,0.252727,0.470373,-0.133238,0.668642,-0.021002,-0.129829,0.209354,0.331880,0.411907,0.533968,0.373567,0.356201,0.490761
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0047.jpg,ss1,nguoi10,lean_left,10.683167,-15.751847,-0.057722,0.223594,0.336753,0.245771,0.465661,-0.136336,0.662584,-0.022177,-0.128909,0.212625,0.326383,0.404224,0.526540,0.362454,0.348673,0.485506
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0048.jpg,ss1,nguoi10,lean_left,11.184687,-16.048210,-0.059426,0.223022,0.329524,0.246281,0.456470,-0.129371,0.653769,-0.023259,-0.126947,0.214963,0.319788,0.397900,0.518671,0.364105,0.352571,0.478869
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0049.jpg,ss1,nguoi10,lean_left,9.489662,-16.107340,-0.060620,0.209391,0.323901,0.231071,0.455297,-0.150239,0.649206,-0.021679,-0.131395,0.218500,0.321143,0.385690,0.510577,0.344677,0.332465,0.484930
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0050.jpg,ss1,nguoi10,lean_left,10.796418,-16.286716,-0.059686,0.227030,0.336851,0.249410,0.464895,-0.134372,0.666982,-0.022379,-0.128044,0.212828,0.330133,0.406216,0.527572,0.367707,0.353766,0.489487
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0051.jpg,ss1,nguoi10,lean_left,11.121045,-17.027243,-0.063684,0.225142,0.331529,0.250049,0.463168,-0.133390,0.670822,-0.024907,-0.131639,0.217482,0.330167,0.400750,0.526354,0.366685,0.355224,0.493624
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0052.jpg,ss1,nguoi10,lean_left,10.101666,-16.070131,-0.060054,0.219267,0.322974,0.240010,0.452701,-0.142611,0.646515,-0.020742,-0.129726,0.216946,0.322994,0.390372,0.512389,0.360524,0.345451,0.485422
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0053.jpg,ss1,nguoi10,lean_left,9.965569,-16.206425,-0.059671,0.220937,0.327765,0.241379,0.455758,-0.140861,0.647206,-0.020442,-0.127993,0.213797,0.322938,0.395276,0.515732,0.361475,0.346240,0.482639
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0054.jpg,ss1,nguoi10,lean_left,11.724021,-17.126495,-0.063793,0.241035,0.331663,0.266073,0.460305,-0.120032,0.669248,-0.025039,-0.128642,0.216627,0.333475,0.409997,0.531673,0.391081,0.377392,0.494301
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0055.jpg,ss1,nguoi10,lean_left,11.222847,-16.424986,-0.061338,0.229129,0.336280,0.253122,0.463466,-0.122912,0.661866,-0.023993,-0.127186,0.216928,0.319556,0.406921,0.528083,0.371136,0.359186,0.479520
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0056.jpg,ss1,nguoi10,lean_left,11.122061,-16.023029,-0.058553,0.239520,0.333295,0.261503,0.461040,-0.125300,0.664001,-0.021983,-0.127746,0.212132,0.333632,0.410433,0.530040,0.388150,0.371119,0.492403
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0057.jpg,ss1,nguoi10,lean_left,11.370595,-15.514975,-0.057920,0.233717,0.326644,0.256197,0.455604,-0.127889,0.659672,-0.022480,-0.128960,0.216533,0.330048,0.401647,0.522696,0.381713,0.366107,0.491597
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0058.jpg,ss1,nguoi10,lean_left,11.404078,-17.645508,-0.066316,0.227615,0.331204,0.253796,0.461650,-0.125781,0.666896,-0.026181,-0.130445,0.218772,0.324692,0.401877,0.526814,0.370626,0.360729,0.487420
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0059.jpg,ss1,nguoi10,lean_left,9.445721,-16.208284,-0.061124,0.211128,0.320074,0.233188,0.449380,-0.143625,0.642599,-0.022060,-0.129307,0.218979,0.316646,0.383435,0.506280,0.348685,0.337326,0.479450
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0060.jpg,ss1,nguoi10,lean_left,10.771558,-15.817324,-0.058583,0.224756,0.326361,0.248361,0.454701,-0.132269,0.664079,-0.023605,-0.128339,0.214926,0.330592,0.396266,0.518108,0.367916,0.355982,0.491447
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0061.jpg,ss1,nguoi10,lean_left,10.308923,-14.746285,-0.055055,0.223239,0.328043,0.244912,0.455466,-0.134967,0.652714,-0.021673,-0.127422,0.216294,0.323408,0.396797,0.517137,0.364962,0.351089,0.483449
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0062.jpg,ss1,nguoi10,lean_left,9.438334,-15.674514,-0.058214,0.217260,0.321868,0.237776,0.451177,-0.143132,0.641961,-0.020516,-0.129309,0.215471,0.320886,0.388331,0.509998,0.357752,0.342953,0.482018
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0063.jpg,ss1,nguoi10,lean_left,10.940689,-14.846107,-0.054478,0.234108,0.315895,0.256043,0.444046,-0.129901,0.651231,-0.021935,-0.128151,0.212617,0.335521,0.393187,0.512576,0.386287,0.370152,0.494927
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0064.jpg,ss1,nguoi10,lean_left,10.713557,-15.162111,-0.055722,0.233985,0.321591,0.256162,0.450880,-0.129426,0.658531,-0.022177,-0.129289,0.213044,0.335091,0.397705,0.518567,0.383991,0.367792,0.495577
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0065.jpg,ss1,nguoi10,lean_left,11.105872,-15.558702,-0.057159,0.238236,0.323415,0.260258,0.451508,-0.126520,0.659528,-0.022022,-0.128093,0.213100,0.336051,0.401688,0.521146,0.389897,0.373014,0.496003
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0066.jpg,ss1,nguoi10,lean_left,11.382514,-15.939625,-0.059489,0.234527,0.319020,0.258331,0.447500,-0.123208,0.652298,-0.023805,-0.128480,0.216620,0.328011,0.395950,0.516712,0.385784,0.371938,0.488926
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0067.jpg,ss1,nguoi10,lean_left,10.856015,-15.548274,-0.056454,0.236108,0.329809,0.257166,0.456303,-0.126136,0.655751,-0.021058,-0.126494,0.210609,0.329783,0.405612,0.523781,0.384225,0.367136,0.487297
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0068.jpg,ss1,nguoi10,lean_left,11.379827,-15.837418,-0.058823,0.234601,0.316379,0.258923,0.445464,-0.125532,0.661240,-0.024322,-0.129085,0.215539,0.336998,0.393869,0.515247,0.386879,0.373488,0.498623
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0069.jpg,ss1,nguoi10,lean_left,11.455331,-15.517152,-0.058156,0.231932,0.319042,0.256086,0.447753,-0.122320,0.657899,-0.024155,-0.128710,0.217382,0.328154,0.394437,0.515813,0.381732,0.368841,0.490223
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0070.jpg,ss1,nguoi10,lean_left,11.420517,-15.730967,-0.059074,0.233973,0.316923,0.259261,0.445959,-0.123480,0.660955,-0.025288,-0.129036,0.217887,0.334083,0.393934,0.515845,0.385697,0.373755,0.496115
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0071.jpg,ss1,nguoi10,lean_left,12.136395,-15.107633,-0.055983,0.252447,0.313872,0.274805,0.440071,-0.114486,0.654510,-0.022359,-0.126200,0.214795,0.341076,0.402796,0.518826,0.415539,0.396716,0.500673
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi10_ss1/frame_0072.jpg,ss1,nguoi10,lean_left,12.274785,-16.705738,-0.063183,0.252173,0.312166,0.278540,0.442639,-0.118068,0.670092,-0.026367,-0.130473,0.219799,0.351063,0.401297,0.522986,0.415799,0.400627,0.514965
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0001.jpg,ss1,nguoi1,lean_left,3.943261,-7.437884,-0.029369,0.178374,0.506302,0.160639,0.633336,-0.195512,0.602459,0.017734,-0.127034,0.226870,0.247893,0.536804,0.653391,0.246662,0.196656,0.386052
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0002.jpg,ss1,nguoi1,lean_left,5.144882,-7.521741,-0.025861,0.296816,0.499965,0.265578,0.632290,-0.147340,0.634329,0.031238,-0.132325,0.197557,0.315178,0.581434,0.685800,0.401007,0.318578,0.464035
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0003.jpg,ss1,nguoi1,lean_left,12.477020,-21.563711,-0.056025,0.445651,0.496817,0.420635,0.620440,0.003048,0.671084,0.025015,-0.123624,0.152434,0.347443,0.667406,0.749587,0.568434,0.484692,0.475675
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0004.jpg,ss1,nguoi1,lean_left,11.150617,-18.826389,-0.052708,0.446663,0.460231,0.426598,0.589830,0.003017,0.664984,0.020065,-0.129599,0.163334,0.349705,0.641342,0.727932,0.589297,0.504021,0.488616
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0005.jpg,ss1,nguoi1,lean_left,13.270555,-23.987440,-0.068696,0.482255,0.525493,0.465820,0.646963,0.034558,0.721950,0.016435,-0.121470,0.168980,0.356393,0.713241,0.797214,0.588195,0.514618,0.488904
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0006.jpg,ss1,nguoi1,lean_left,11.357836,-24.363363,-0.073113,0.460350,0.497039,0.451099,0.617652,0.039166,0.698863,0.009251,-0.120613,0.177235,0.334203,0.677474,0.764843,0.582733,0.514471,0.467042
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0007.jpg,ss1,nguoi1,lean_left,10.604933,-22.124781,-0.064964,0.453511,0.500312,0.438515,0.623428,0.024550,0.691997,0.014996,-0.123117,0.172490,0.336014,0.675266,0.762206,0.574332,0.500256,0.469841
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0008.jpg,ss1,nguoi1,lean_left,10.571815,-22.603140,-0.066726,0.444457,0.493358,0.431810,0.613944,0.024886,0.683364,0.012647,-0.120587,0.173610,0.328770,0.664036,0.750592,0.569078,0.498165,0.460589
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0009.jpg,ss1,nguoi1,lean_left,9.085154,-22.203794,-0.059128,0.463517,0.488386,0.445817,0.612235,0.027212,0.692114,0.017700,-0.123849,0.156465,0.349811,0.673326,0.757353,0.590478,0.512049,0.481525
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0010.jpg,ss1,nguoi1,lean_left,8.777176,-21.424831,-0.056950,0.459859,0.481705,0.442528,0.606378,0.027951,0.687529,0.017331,-0.124673,0.155909,0.346043,0.665966,0.750683,0.590576,0.511643,0.478444
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0011.jpg,ss1,nguoi1,lean_left,8.508089,-21.012697,-0.055971,0.447978,0.496762,0.428959,0.617038,0.019221,0.684543,0.019019,-0.120276,0.156093,0.339191,0.668922,0.751493,0.570771,0.494099,0.468075
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0012.jpg,ss1,nguoi1,lean_left,8.980026,-20.639872,-0.056176,0.451799,0.487011,0.434606,0.609647,0.024299,0.683862,0.017192,-0.122636,0.159366,0.338892,0.664306,0.748701,0.579768,0.502722,0.470644
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0013.jpg,ss1,nguoi1,lean_left,9.478537,-22.741718,-0.062283,0.468205,0.485702,0.453423,0.609905,0.036087,0.695451,0.014782,-0.124203,0.161113,0.347330,0.674627,0.759985,0.596461,0.520132,0.480334
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0014.jpg,ss1,nguoi1,lean_left,9.109681,-22.465679,-0.060244,0.461131,0.490051,0.445063,0.612831,0.029783,0.694314,0.016068,-0.122780,0.157652,0.346266,0.672898,0.757393,0.587263,0.511080,0.477267
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0015.jpg,ss1,nguoi1,lean_left,9.718351,-22.056997,-0.060957,0.458090,0.488661,0.444470,0.613683,0.031098,0.700592,0.013620,-0.125022,0.162322,0.342827,0.669803,0.757734,0.585057,0.510145,0.476693
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0016.jpg,ss1,nguoi1,lean_left,9.637643,-23.071472,-0.068081,0.432765,0.497976,0.420548,0.618458,0.021118,0.682517,0.012218,-0.120482,0.173730,0.320919,0.659747,0.747897,0.554875,0.485467,0.451119
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0017.jpg,ss1,nguoi1,lean_left,9.804535,-20.908043,-0.056132,0.458937,0.475993,0.445369,0.599692,0.038017,0.689024,0.013568,-0.123699,0.157291,0.339459,0.661205,0.746983,0.592813,0.517357,0.471758
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0018.jpg,ss1,nguoi1,lean_left,9.231279,-20.070379,-0.053102,0.462323,0.480776,0.445209,0.607980,0.032260,0.692596,0.017113,-0.127205,0.154736,0.345198,0.666999,0.753559,0.593487,0.513416,0.479397
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0019.jpg,ss1,nguoi1,lean_left,9.472193,-21.159813,-0.056150,0.453044,0.484158,0.436013,0.607171,0.028151,0.682939,0.017031,-0.123013,0.155553,0.338704,0.663067,0.747505,0.582542,0.505162,0.469092
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0020.jpg,ss1,nguoi1,lean_left,9.284783,-20.695343,-0.054862,0.456293,0.483612,0.439639,0.608391,0.034194,0.686914,0.016654,-0.124778,0.155240,0.336733,0.664894,0.750614,0.586040,0.508024,0.468508
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0021.jpg,ss1,nguoi1,lean_left,9.485311,-21.552475,-0.056755,0.463572,0.480876,0.447229,0.605669,0.041680,0.685061,0.016343,-0.124793,0.154496,0.337579,0.667938,0.752893,0.594645,0.516349,0.468704
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0022.jpg,ss1,nguoi1,lean_left,9.755062,-22.488852,-0.060836,0.467875,0.488127,0.452422,0.613122,0.041183,0.694461,0.015453,-0.124995,0.159046,0.341581,0.676147,0.761974,0.594815,0.517742,0.473962
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0023.jpg,ss1,nguoi1,lean_left,9.684096,-23.634918,-0.062916,0.463758,0.482644,0.448782,0.608527,0.042421,0.689119,0.014976,-0.125883,0.156935,0.338065,0.669341,0.756115,0.593854,0.516483,0.469209
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0024.jpg,ss1,nguoi1,lean_left,9.562514,-22.953362,-0.060312,0.460940,0.486665,0.446158,0.609432,0.039119,0.692017,0.014782,-0.122767,0.154653,0.339903,0.670304,0.755291,0.588919,0.513638,0.469151
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0025.jpg,ss1,nguoi1,lean_left,8.794794,-19.839615,-0.071526,0.353067,0.553926,0.351522,0.668333,-0.015423,0.699596,0.001545,-0.114407,0.210749,0.267863,0.656880,0.755140,0.444050,0.397851,0.396238
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0026.jpg,ss1,nguoi1,lean_left,8.119822,-17.625616,-0.065423,0.328343,0.551706,0.322843,0.670623,-0.050041,0.691033,0.005500,-0.118917,0.216061,0.270205,0.642019,0.744287,0.417461,0.367883,0.403220
D:/BTL/repo/smart-posture-monitor/data/raw/lean_left/nguoi1_ss1/frame_0027.jpg,ss1,nguoi1,lean_left,8.079075,-17.761705,-0.046015,0.471685,0.506448,0.444602,0.630457,0.020714,0.689130,0.027083,-0.124010,0.150840,0.353865,0.692081,0.771458,0.588508,0.502784,0.486567
